,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
5787,2016,32,10001,10028,12,2348,1,2704302,27,2,23,M,2010,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEDAEBC,11100001.0,DBBDBAECDDDADECEDDAAEDEDDDD,111091119011911009001011019,555,555,555,555,555,555,555,555,555,555,555,58.8,62.2,50.0,80.5,95.0,75.0,100.0,66.0,90.0,60.0,57.6,63.6,23.3,0.0,30.0,40.0,D,C,C,B,B,B,D,D,D,A,D,A,D,E,B,D,D,B,A,A,A,A,A,D,27.0,A,A,F,G,A,C,C,E,E,A,6.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,3.0,1.0,6.0,6.0,2.0,4.0,6.0,4.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,4.0,2.0,6.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0
5788,2016,32,10001,10028,12,2348,1,2704302,27,2,24,F,2009,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEBCDAE,11111110.0,DBBECAECDADDDDCCABBAEDEDADD,111191119010901019101011119,555,555,555,555,555,555,555,555,555,555,555,71.2,75.9,87.5,58.5,64.0,80.0,60.0,53.0,65.0,50.0,69.6,72.7,51.7,55.0,60.0,40.0,B,C,B,C,B,C,E,D,D,A,A,A,E,E,B,D,F,B,A,A,A,A,F,A,27.0,B,A,B,C,A,B,E,E,E,F,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
5792,2016,32,10001,10028,12,2348,1,2704302,27,2,29,M,2004,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,AAEBBDDC,1110101.0,CBBDDADCACCAEECEACBAEDBEADB,011091019101911019101000119,555,555,555,555,555,555,555,555,555,555,555,57.5,68.7,62.5,78.0,81.0,85.0,80.0,75.0,55.0,80.0,53.7,59.1,23.3,10.0,30.0,30.0,C,C,C,C,B,C,E,D,C,A,D,A,D,C,B,D,E,D,E,A,A,A,A,D,27.0,A,A,D,C,B,B,E,E,E,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
5796,2016,32,10001,10028,12,2348,1,2704302,27,2,29,M,2007,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EAEDADAE,1100110.0,DACDDAEEACCADECDABBCCCEDDDB,100091109101911119100011019,555,555,555,555,555,555,555,555,555,555,555,55.0,57.2,50.0,68.0,86.0,70.0,90.0,50.0,50.0,50.0,54.2,59.1,26.7,0.0,40.0,40.0,C,C,C,A,A,C,C,D,D,A,D,A,B,C,A,A,D,D,E,A,A,A,A,D,27.0,A,D,B,C,A,C,C,E,E,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5798,2016,32,10001,10028,12,2348,1,2704302,27,2,25,M,2008,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEBBDAE,11110110.0,DBBEDAECECCABECAABBCDEEDADD,111191119101911019100111119,555,555,555,555,555,555,555,555,555,555,555,74.2,70.2,75.0,63.0,85.0,65.0,90.0,41.0,85.0,30.0,75.5,81.8,40.0,40.0,50.0,30.0,B,C,C,B,B,B,E,D,D,A,A,A,F,F,B,D,F,B,A,A,A,B,B,A,27.0,B,A,B,A,A,B,C,E,A,A,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0
5799,2016,32,10001,10028,12,2348,1,2704302,27,2,27,F,2006,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEDCDDE,11101100.0,BEBEBAECACACBECCABBCDEEEACB,001191119100911019100110109,555,555,555,555,555,555,555,555,555,555,555,56.1,61.9,62.5,61.0,53.0,65.0,50.0,69.0,65.0,70.0,54.2,59.1,26.7,0.0,30.0,50.0,C,C,C,B,B,C,B,D,D,A,D,A,B,C,D,A,B,B,A,A,A,A,A,D,27.0,A,A,B,C,A,B,C,E,E,A,4.0,6.0,5.0,5.0,6.0,5.0,4.0,3.0,4.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,3.0,3.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0
5801,2016,32,10001,10028,12,2348,1,2704302,27,2,22,M,2010,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEDADAC,11100111.0,DBBEDDECACEAAECDACBCEDEDADD,111190119101911119101011119,555,555,555,555,555,555,555,555,555,555,555,73.9,72.0,75.0,67.5,80.0,80.0,80.0,55.0,75.0,50.0,74.5,81.8,33.3,0.0,60.0,40.0,C,C,C,A,B,A,D,D,C,A,A,A,F,E,A,A,F,B,A,A,A,E,A,A,27.0,E,A,B,C,A,A,C,A,E,A,5.0,5.0,3.0,6.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,6.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0
5802,2016,32,10001,10028,12,2348,1,2704302,27,2,24,M,2009,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EADABDAE,1000110.0,DEBEBAECACDABEBDADBCEDEDADB,101191119111910119101011119,555,555,555,555,555,555,555,555,555,555,555,71.3,53.1,37.5,76.5,85.0,65.0,90.0,68.0,60.0,70.0,77.3,81.8,51.7,35.0,50.0,70.0,D,D,C,C,B,A,D,D,C,A,A,A,F,F,B,E,E,D,A,A,A,B,A,A,27.0,B,A,B,C,A,B,E,E,E,A,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,6.0
5803,2016,32,10001,10028,12,2348,1,2704302,27,2,25,F,2007,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,AAECADEE,1100100.0,DBEEBAECBDDACECCABBCEEEDBCD,110191119011911019101111009,555,555,555,555,555,555,555,555,555,555,555,64.6,61.1,37.5,96.5,97.0,85.0,100.0,96.0,80.0,100.0,65.8,72.7,26.7,20.0,10.0,50.0,C,C,C,B,B,B,A,D,C,A,A,A,D,F,B,D,D,B,A,A,A,A,A,A,27.0,B,A,B,C,A,A,E,A,B,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,5.0,7.0,3.0,6.0,3.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0,2.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0
5804,2016,32,10001,10028,12,2348,1,2704302,27,2,31,M,2004,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,EADDADCE,1000100.0,DABBBAECEACABECAABBDEDEDDCB,101091119001911019111011009,555,555,555,333,555,555,333,333,555,555,555,47.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,63.6,23.3,10.0,30.0,30.0,D,C,C,B,B,B,E,D,E,A,D,A,B,C,B,E,B,C,A,A,E,A,A,D,27.0,A,A,A,C,B,C,C,E,E,A,6.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0
5805,2016,32,10001,10028,27,2350,1,2704302,27,2,21,F,2012,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,DBEBBDEA,110100.0,DEECEADEEBCDEDCBDDBBABACEAC,910011091010009800199900018,555,555,555,555,555,555,555,555,555,555,555,44.5,49.1,37.5,66.5,85.0,65.0,90.0,48.0,80.0,40.0,43.0,36.8,78.3,80.0,55.0,100.0,D,D,A,C,C,C,B,D,D,A,A,A,E,F,B,D,F,B,A,A,A,A,A,A,27.0,B,A,B,C,A,B,C,E,E,I,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
5806,2016,32,10001,10028,27,2350,1,2704302,27,2,30,F,2002,2011,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,ABEAADEC,100101.0,CEAEACABCDEDBBBBDBBCDBCCCAB,911100190100019800199910118,555,555,555,555,555,555,555,555,555,555,555,51.5,47.7,37.5,63.0,71.0,75.0,70.0,55.0,75.0,50.0,52.7,52.6,53.3,40.0,35.0,85.0,C,C,A,B,B,C,C,C,C,A,B,A,D,E,B,C,B,B,A,A,A,A,A,A,27.0,B,A,B,A,A,C,C,A,A,A,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,8.0,8.0,4.0,5.0,5.0,6.0,6.0,4.0,5.0,2.0,3.0,2.0,2.0,8.0,4.0,3.0,1.0
5807,2016,32,10001,10028,27,2350,1,2704302,27,2,31,F,2003,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,CAEBADBE,11110100.0,EBDEBBCEEDCDDBBBCDBABBCBEAE,900100091110019810199910018,555,555,555,555,555,555,555,555,555,555,555,56.5,69.9,62.5,81.0,89.0,85.0,90.0,73.0,85.0,70.0,52.0,47.4,78.3,60.0,85.0,90.0,C,D,B,B,B,C,B,D,D,B,D,A,E,C,C,C,F,E,E,A,A,A,A,A,27.0,E,A,B,C,A,B,C,E,H,A,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0
5808,2016,32,10001,10028,27,2350,1,2704302,27,2,21,F,2011,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,CABDBDCC,11000101.0,EEDECAACEECBCDCBCDBBCAADCAD,910101191011109810199901118,555,555,555,555,555,555,555,555,555,555,555,65.0,63.0,50.0,82.5,96.0,80.0,100.0,69.0,65.0,70.0,65.6,68.4,50.0,40.0,35.0,75.0,D,C,A,D,B,A,E,D,D,A,D,A,D,D,B,B,A,B,A,A,E,A,A,A,27.0,B,A,B,A,A,C,E,E,E,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,2.0,2.0,6.0,6.0,1.0
5809,2016,32,10001,10028,27,2350,1,2704302,27,2,32,M,2003,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,AAEBCDBD,1111100.0,EEBCAADAECADCECBCEBADDCBAAC,910001091000109811199910018,555,555,555,555,555,555,555,555,555,555,555,53.5,62.3,62.5,62.0,55.0,75.0,50.0,69.0,65.0,70.0,50.5,47.4,68.3,100.0,40.0,65.0,.,.,.,.,.,.,.,.,.,B,D,A,B,B,C,D,A,C,B,I,C,B,A,D,27.0,A,A,C,A,B,C,B,A,E,F,6.0,6.0,5.0,5.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,8.0,6.0,5.0,6.0,6.0,6.0,8.0,8.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,4.0,6.0,4.0,2.0,1.0,3.0,3.0,2.0
5810,2016,32,10001,10028,27,2350,1,2704302,27,2,24,M,2010,2012,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,CBDCADEE,10000100.0,EDAEEAAEEDADCBBBDBBCEAACEAC,901111191100119800199900018,555,555,555,555,555,555,333,555,555,555,555,49.7,24.6,25.0,24.0,0.0,0.0,0.0,48.0,40.0,50.0,58.0,57.9,58.3,20.0,80.0,75.0,C,C,D,B,D,C,B,E,D,A,B,A,C,D,B,F,D,B,A,A,A,E,A,D,27.0,A,A,B,C,A,B,B,E,H,A,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,6.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,6.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0
5811,2016,32,10001,10028,27,2350,1,2704302,27,2,23,F,2011,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,CBEECDCD,10101100.0,EBAEEAACEDCDCBCBBDBACBADDAE,901111191110119800199901018,555,555,555,555,555,555,555,555,555,555,555,63.5,46.6,50.0,41.5,53.0,65.0,50.0,30.0,30.0,30.0,69.1,68.4,73.3,60.0,85.0,75.0,B,B,B,B,B,B,B,B,B,A,A,A,D,D,B,D,B,B,A,A,A,A,A,A,27.0,B,A,B,C,B,C,E,E,B,A,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,6.0,2.0,5.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0
5812,2016,32,10001,10028,27,2350,1,2704302,27,2,23,F,2010,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,CAEBCDEC,11111101.0,EBDCCAAECDABCBCBCBBADDCACEC,900001190101119810199910108,555,555,555,555,555,555,555,555,555,555,555,59.9,76.1,87.5,59.0,65.0,85.0,60.0,53.0,65.0,50.0,54.5,52.6,65.0,60.0,50.0,85.0,D,C,B,B,B,D,D,D,D,B,D,A,D,C,C,B,A,B,A,A,A,A,A,A,27.0,B,A,B,A,B,A,A,E,A,A,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,8.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0
5813,2016,32,10001,10028,27,2350,1,2704302,27,2,30,F,2005,2011,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,ABBCADCE,100.0,DDDEEAEECDEBCBABCABCDCDBAAD,900111090101119810199900018,555,555,555,333,555,555,333,333,555,555,555,41.4,7.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7,52.6,53.3,80.0,35.0,45.0,D,C,E,D,B,C,D,E,D,A,D,A,D,B,B,C,A,B,A,A,E,F,A,D,27.0,D,A,B,C,B,C,B,A,B,A,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,4.0,5.0,3.0,5.0,4.0,8.0,3.0,3.0,3.0,3.0,1.0,7.0,5.0,1.0,1.0
5814,2016,32,10001,10028,27,2350,1,2704302,27,2,21,F,2012,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,CAECADEB,11100100.0,DBBEEAAECECBDBDBDABAEACAAAC,900111190011019800199910018,555,555,555,555,555,555,555,555,555,555,555,55.7,57.6,50.0,69.0,74.0,50.0,80.0,64.0,80.0,60.0,55.0,52.6,68.3,60.0,70.0,75.0,C,C,B,B,B,B,A,D,B,A,A,A,D,E,B,H,B,B,A,A,A,A,A,D,27.0,A,A,B,C,A,A,A,E,H,A,5.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,1.0,4.0,1.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,1.0
5815,2016,32,10001,10028,27,2350,1,2704302,27,2,22,F,2011,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,CAEBCDEC,11111101.0,EBDEEAADEDCBCBCBCDBAEBAAAAC,900111191111119810199900018,555,555,555,555,555,555,555,555,555,555,555,73.1,82.1,87.5,74.0,77.0,65.0,80.0,71.0,75.0,70.0,70.1,68.4,80.0,100.0,55.0,85.0,C,C,A,B,B,C,B,D,D,A,A,A,E,E,B,F,C,B,A,A,A,A,A,A,27.0,B,A,B,C,A,B,D,E,A,A,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0
5816,2016,32,10001,10028,27,2350,1,2704302,27,2,27,M,2010,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,DBDBBDDD,10100.0,EDAEEAAACDCBCBBBAEBACDCDEAE,901111190111119801199911018,555,555,555,555,555,555,555,555,555,555,555,69.1,43.6,25.0,71.5,80.0,80.0,80.0,63.0,75.0,60.0,77.6,78.9,70.0,60.0,50.0,100.0,C,C,B,B,A,B,D,D,D,A,A,A,E,E,B,D,A,B,A,A,E,B,A,A,27.0,B,A,B,H,A,B,C,E,A,A,6.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,6.0,6.0,6.0,6.0,2.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0
5817,2016,32,10001,10028,27,2350,1,2704302,27,2,22,F,2012,2013,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,CAEACCED,11101000.0,BBDCEAACCDCDCBCBCDBBDBBACAC,900011190110119810199900118,555,555,555,555,555,555,555,555,555,555,555,59.5,57.8,50.0,69.5,96.0,80.0,100.0,43.0,55.0,40.0,60.0,57.9,71.7,60.0,70.0,85.0,D,C,A,B,B,C,B,.,.,B,A,A,D,D,B,D,C,C,A,A,A,B,A,D,27.0,A,A,B,C,A,B,D,E,H,A,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,3.0
5818,2016,32,10001,10028,27,2350,1,2704302,27,2,24,M,2011,2012,2,1,1,0,1,1,0,8,0,0,0,27,2,6,0,CAEBCDAC,CAEBCDAC,DEAEEAADEDCBCBAZCEBADBCDCAZ,XEAEEAAXEDCBCBXZCEBXXXCDCAZ,AEBDEDAD,110.0,EEDEECACCDCDCECBCDBCEA.DEAE,910110190110109810199901018,555,555,555,333,555,555,333,333,333,555,555,45.9,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2,57.9,46.7,0.0,55.0,85.0,C,C,C,B,A,C,E,D,B,A,A,A,D,D,B,C,A,B,A,A,E,A,A,D,27.0,A,A,B,C,A,D,E,A,A,I,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
