,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,TP_SEMESTRE,IN_MATUT,IN_VESPER,IN_NOTURNO,ID_STATUS,AMOSTRA,IN_GRAD,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
191931,2016,3165,10002,10026,17,1127989,1,3170206,31,3,25,F,2008,2012,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,EAEABDEB,1100100.0,ABABCCEDBDEEBCCADCBCEDCBDEA,110901118000801100101110110,555,555,555,555,555,555,555,555,555,555,555,55.4,52.7,37.5,75.5,72.0,80.0,70.0,79.0,75.0,80.0,56.3,54.2,68.3,25.0,100.0,80.0,C,C,B,B,B,C,E,D,D,A,B,A,C,E,B,D,C,B,A,A,F,B,A,D,31.0,A,A,B,C,A,B,B,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
116241,2016,385,118,10028,92,97887,1,2927408,29,2,35,F,1999,2014,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DDDAECCDEAEEBBCEBADAEEDBBCD,DDDAEXCDEAEEXBCEBADXEEDXBCD,CEDABDBD,10000100.0,EEDEEDCBAAAEBBCCBADDEBCECCD,001019100101911011191009011,555,555,555,555,555,555,555,555,555,555,555,54.0,38.2,25.0,58.0,63.0,75.0,60.0,53.0,65.0,50.0,59.3,56.5,75.0,85.0,60.0,80.0,D,D,C,B,B,C,D,D,D,E,A,A,E,D,B,B,C,C,E,B,A,A,A,A,29.0,D,A,B,A,A,C,B,E,H,F,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,7.0,5.0,8.0,5.0,5.0,5.0,7.0,5.0,8.0,8.0,5.0,6.0,6.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0
200116,2016,135,10008,10020,3501,1164982,0,3505906,35,3,25,M,2008,2013,2,1,1,1,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,CEEDADEE,10100100.0,BABEDBEAABAEBEBCBACCDCBADCA,101009810118001001111001110,555,555,555,555,555,555,555,555,555,555,555,50.8,49.3,37.5,67.0,95.0,75.0,100.0,39.0,75.0,30.0,51.3,54.2,35.0,25.0,30.0,50.0,D,C,C,A,A,C,A,D,C,A,D,A,A,B,A,A,A,F,C,H,A,F,A,A,32.0,A,A,A,A,A,B,C,E,F,E,6.0,5.0,5.0,3.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,8.0,8.0,3.0,8.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
93185,2016,22,121,10028,19,79574,1,3550308,35,3,24,F,2009,2011,2,1,1,1,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,CAEEBDAC,11100111.0,EDADDECDBDBBDAACEBDCCDADCAD,911909009911110901111990100,555,555,555,555,555,555,555,555,555,555,555,62.7,73.2,75.0,70.5,78.0,70.0,80.0,63.0,75.0,60.0,59.2,57.9,66.7,60.0,70.0,70.0,C,C,C,D,B,C,E,D,C,A,A,A,F,E,D,A,E,D,E,H,A,B,B,A,35.0,B,A,B,C,A,B,B,A,E,H,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
17830,2016,481,118,10028,36,9842,1,3518800,35,3,26,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24822,2016,573,10002,10028,12,12813,1,3205309,32,3,26,F,2007,2011,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CABBADAE,11010110.0,EEBEBADCECDADECEABBDEDEDADB,001191019111911019111011119,555,555,555,555,555,555,555,555,555,555,555,67.5,63.9,62.5,66.0,93.0,65.0,100.0,39.0,75.0,30.0,68.7,77.3,20.0,10.0,10.0,40.0,C,C,C,B,B,C,B,D,C,A,A,A,B,D,B,D,B,B,A,A,E,F,A,D,32.0,A,A,B,C,B,A,E,A,E,F,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0
156424,2016,1927,10005,10022,55,117205,1,4128203,41,4,21,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,1,6,0,CAEBCDAC,CAEBCDAC,CECACZDCBACACBCEADBDAEBBECA,CECACZDXBXCXCBCXADXDAEXBECA,CAEACDAD,11101110.0,C*CAEEDEBEDACEDBBBCDAADBEAD,101108191909100900911091100,555,555,555,555,555,555,555,555,555,555,555,53.3,69.2,75.0,60.5,69.0,65.0,70.0,52.0,60.0,50.0,48.0,50.0,36.7,50.0,0.0,60.0,C,D,B,B,B,C,B,E,D,B,A,A,E,E,C,B,A,B,A,C,A,A,A,E,41.0,A,A,B,C,A,C,B,A,E,H,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
43246,2016,746,115,10028,23,18948,1,2304202,23,2,36,F,1998,2010,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CEAEADAD,10000110.0,DBDADDACBEECAEECCCDDCBDECBE,110909101001190001191119111,555,555,555,555,555,555,555,555,555,555,555,58.5,48.5,37.5,65.0,69.0,65.0,70.0,61.0,65.0,60.0,61.8,63.6,51.7,60.0,20.0,75.0,D,D,A,C,C,C,B,C,E,B,D,A,B,C,C,E,B,E,E,A,A,A,A,A,23.0,A,A,B,C,A,B,B,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,5.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,8.0,6.0,4.0,5.0
85558,2016,1422,10005,10020,36,73250,1,1302603,13,1,42,F,1992,2007,2,0,0,1,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,,,,,222,222,222,222,222,222,222,222,222,222,222,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105460,2016,2843,10005,10022,19,90939,1,3136702,31,3,23,F,2010,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,8,0,CAEBCDAC,CAEBCDAC,CDAABAEEAEBBDADDBBDCCBCECCB,XDAXBXEEXXBBDADXBBDCCXXECCB,AAEBBDCC,1110101.0,BDBEBEEECDBBDAAEBBDDCDCBCCB,910919119911110911101990111,555,555,555,555,555,555,555,555,555,555,555,74.4,63.1,62.5,64.0,68.0,60.0,70.0,60.0,60.0,60.0,78.1,78.9,73.3,50.0,100.0,70.0,C,D,C,B,B,C,B,D,D,A,A,A,F,D,A,A,E,B,A,B,A,F,A,A,31.0,B,A,B,C,A,B,C,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
59958,2016,1717,10005,10022,6,47858,1,2105302,21,2,21,F,2011,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,BDCDAEDBCCCECEEBAADAEADDABC,BDCXXEDBXCCECEEBAAXAEADDABC,CBEACDAD,10101110.0,DACDACEACBCCDEEEEADEEAADABE,001990009010011001901101110,555,555,555,555,555,555,333,555,555,555,555,43.5,45.1,62.5,19.0,0.0,0.0,0.0,38.0,70.0,30.0,43.0,43.5,40.0,60.0,10.0,50.0,.,.,.,.,.,.,.,.,.,A,C,A,C,F,B,F,C,B,A,B,A,A,A,A,21.0,B,A,B,C,A,B,C,A,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
22026,2016,569,10002,10028,38,11998,1,1501402,15,1,41,F,1999,2012,2,0,1,0,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,CEECADAD,10100110.0,DDAEABBCBEABCBDBBCBEDDEBAEE,199181111810118101011810919,555,555,555,555,555,555,555,555,555,555,555,67.0,59.2,50.0,73.0,77.0,65.0,80.0,69.0,65.0,70.0,69.6,78.9,16.7,20.0,30.0,0.0,C,C,A,B,D,C,C,D,B,B,D,A,B,B,C,E,B,E,D,A,A,A,A,A,15.0,A,A,B,A,A,B,E,E,A,A,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,6.0,5.0,7.0,5.0,7.0,3.0,7.0,5.0,4.0,5.0,5.0,3.0,6.0,4.0,4.0
109722,2016,591,10002,10028,3501,94115,1,3548500,35,3,23,M,2010,2011,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,CAEDBDAD,11100110.0,ACBABDAAEBACEABECEACDCDADCD,011119811118111010011011111,555,555,555,555,555,555,555,555,555,555,555,75.9,62.5,62.5,62.5,78.0,70.0,80.0,47.0,75.0,40.0,80.3,79.2,86.7,100.0,60.0,100.0,D,D,D,B,B,C,*,D,E,A,D,A,E,D,D,A,F,C,C,A,A,E,A,E,35.0,A,A,B,B,A,C,E,D,E,A,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0
207876,2016,1491,118,10020,92,1204112,0,4106902,41,4,20,F,2013,2015,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DDDAECCDEAEEBBCEBADAEEDBBCD,DDDAEXCDEAEEXBCEBADXEEDXBCD,CADAADEC,11000101.0,AADAAADDAABBAECDBADACDAEAAB,001109010100901011190009000,555,555,555,555,555,555,555,555,555,555,555,41.9,52.8,50.0,57.0,56.0,80.0,50.0,58.0,50.0,60.0,38.3,34.8,58.3,85.0,50.0,40.0,D,E,C,B,B,C,C,C,D,E,A,A,B,D,C,C,A,B,A,B,A,A,A,A,42.0,A,B,B,C,B,C,B,E,G,B,5.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,2.0,3.0,4.0,5.0,7.0,7.0,7.0,7.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0
129887,2016,4197,10005,10022,3501,101506,1,2211001,22,2,24,M,2008,2010,2,0,0,1,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,BCBABDZAEBAZEABBCACCDADADCD,BCBABXZAEBAZEABBCACCDADADCD,EEDADDEB,100.0,ACBEDCAAABDEBCCEAABEDBCEEBD,011009810108000001001000001,555,555,555,555,555,555,555,555,555,555,555,28.8,28.7,12.5,53.0,77.0,65.0,80.0,29.0,65.0,20.0,28.8,29.2,26.7,0.0,30.0,50.0,C,D,C,D,D,D,B,D,C,A,B,A,D,D,B,F,B,E,C,B,A,A,A,A,22.0,A,A,B,C,A,B,B,E,E,C,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
165208,2016,322,10008,10028,38,121093,0,3550308,35,3,44,F,1988,2013,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,BEDDBDBB,100.0,ABAEDCBCBDAEDAEBBCBEEBECAAB,099180111811008101010811909,555,555,555,555,555,555,555,555,555,555,555,46.1,33.9,12.5,66.0,69.0,65.0,70.0,63.0,75.0,60.0,50.2,57.9,6.7,20.0,0.0,0.0,C,D,C,A,A,C,A,C,D,B,D,A,B,B,C,E,A,B,A,B,A,A,A,A,23.0,A,B,B,G,A,C,B,E,B,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0
67021,2016,501,10008,10022,23,54981,1,3205309,32,3,26,M,2007,2012,2,1,0,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CEEEBDBE,10100100.0,BBCACBDEBDBCBDCCBCCECDDACBE,011909011101090001091019111,555,555,555,333,555,333,333,333,333,333,333,40.4,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,54.5,0.0,0.0,0.0,0.0,C,D,C,C,C,B,B,D,C,A,D,A,D,D,B,B,B,C,B,H,A,A,A,D,32.0,A,A,B,C,A,D,C,E,H,F,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,3.0,4.0,3.0,6.0,5.0,6.0,6.0,6.0,2.0,1.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0
153950,2016,502,10005,10020,95,115972,1,3548500,35,3,33,F,2001,2014,2,0,0,1,1,1,0,8,0,0,0,27,1,5,0,CAEBCDAC,CAEBCDAC,DACBCCCCAEBDBCDABBADDEBZEAB,DXCXCCCCAEBDBCDXBBXDDEBZXAB,CBEABEBE,10100000.0,DAEBDAECCDBDDCDAEBADBBDAAAE,190900010011011901910008910,555,555,555,555,555,555,555,555,555,555,555,42.5,44.8,25.0,74.5,77.0,65.0,80.0,72.0,40.0,80.0,41.7,42.9,35.0,45.0,25.0,35.0,C,D,C,B,B,B,B,C,D,A,A,A,E,E,B,D,D,C,D,B,A,A,A,A,35.0,A,A,B,K,A,D,C,E,E,F,5.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,7.0,4.0,1.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0
18896,2016,519,10008,10028,38,10501,1,2927408,29,2,33,F,2003,2012,2,0,0,1,1,1,0,8,0,0,0,27,4,4,0,CAEBCDAC,CAEBCDAC,DCDEZBBCBZAECBZBACAEDZECCEA,DXXEZBBCBZAECBZBACAEDZECXEX,EBEBAECE,110000.0,EBBECEAEBEAEEDDDDEBEDEDCAEE,099180001811008000011801919,555,555,555,333,555,555,333,333,555,555,555,30.6,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,42.1,0.0,0.0,0.0,0.0,C,C,D,A,A,B,B,E,*,A,B,A,B,D,B,C,B,E,E,E,A,A,A,A,29.0,D,A,B,C,A,C,B,E,E,F,1.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,7.0,5.0,4.0,4.0,6.0,7.0,5.0,5.0,5.0
128758,2016,15452,121,10022,28,100814,1,3107406,31,3,22,F,2012,2013,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CBEABDBD,10100100.0,DBAEEBDABEEAACDCCDEDEEAECAA,111011001110990119009110110,555,555,555,555,555,555,555,333,336,555,555,52.8,34.7,37.5,30.5,61.0,65.0,60.0,0.0,0.0,0.0,58.8,60.9,46.7,0.0,60.0,80.0,C,C,E,C,C,D,A,B,E,A,A,A,B,B,D,D,B,C,A,B,A,A,A,A,31.0,A,A,B,C,B,B,E,B,C,B,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0
196075,2016,665,10003,10028,17,1153311,1,3554102,35,3,22,M,2011,2012,2,1,0,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,EAEBBDEE,1110100.0,CEEABCEDBDDECECAACBDEDCEBEE,001911118000801110101111010,555,555,555,555,555,555,555,555,555,555,555,56.4,58.0,50.0,70.0,82.0,50.0,90.0,58.0,90.0,50.0,55.8,58.3,41.7,25.0,40.0,60.0,C,C,C,B,A,B,E,E,C,A,F,A,C,E,B,B,B,C,B,H,A,F,A,A,35.0,B,B,B,H,A,C,B,A,C,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0
84048,2016,1559,10008,10020,12,72663,1,3201506,32,3,24,M,2009,2011,2,1,1,1,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBBEBAECACDACECDADBDEEEDADB,DBBEXAECXCDAXECDAXBDEEEDADX,CAEBADAE,11110110.0,DBBDBAECACEACECDABBDEDBDAEA,111091119101911119111001109,555,555,555,555,555,555,555,555,555,555,555,69.9,68.8,75.0,59.5,87.0,75.0,90.0,32.0,80.0,20.0,70.2,77.3,30.0,10.0,0.0,80.0,C,C,C,B,B,B,E,E,D,A,A,A,E,D,B,B,C,B,A,E,A,A,A,A,29.0,B,A,B,C,A,B,E,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
38718,2016,1365,10008,10020,36,18000,1,3550308,35,3,22,F,2012,2013,2,1,0,0,1,1,0,8,0,0,0,27,2,4,0,CAEBCDAC,CAEBCDAC,BBCAZZEBCACABDEABEDECDDECBA,BBCAZZEBCACABDEXBEDXXDDEXBA,DEEDBCEC,100001.0,BCACCCEEBCDADEDDDECBEDBDBDA,100088100001000901099100901,555,555,555,555,555,555,555,555,555,555,555,34.0,40.6,25.0,64.0,74.0,50.0,80.0,54.0,70.0,50.0,31.8,28.6,50.0,20.0,70.0,60.0,.,.,.,.,.,.,.,.,.,A,D,A,D,E,D,A,B,B,B,E,A,A,E,A,35.0,E,A,B,C,A,E,E,A,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
80315,2016,1227,121,10022,17,69306,1,2903201,29,2,23,M,2010,2012,2,1,1,0,1,1,0,8,0,0,0,27,2,1,0,CAEBCDAC,CAEBCDAC,ABECBCEDZACDZDCAABBBEDCEDED,ABEXBCEDZACDZDCAABBBEDCEDED,BBDAADCE,100.0,AACCBECACADECECAECBBEDCECEE,100910008100801100111111010,555,555,555,555,555,555,555,555,555,555,555,42.5,20.1,12.5,31.5,41.0,45.0,40.0,22.0,30.0,20.0,50.0,50.0,50.0,50.0,40.0,60.0,.,.,.,.,.,.,.,.,.,A,B,A,B,D,B,D,D,B,A,B,A,B,A,A,29.0,A,A,B,A,A,B,C,E,E,C,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0
151546,2016,107,10002,10028,23,114101,1,3122306,31,3,25,M,2009,2012,2,1,1,0,1,1,0,8,0,0,0,27,0,5,0,CAEBCDAC,CAEBCDAC,DBCBEEAEBDACACAADCDECBDDCBE,DBCXEXAEBDACAXAADCDXCBDXCBE,CAEBBDEC,11110101.0,DBBBDBABEDACABAAACEDCCCCCCC,110909100111191101091009100,555,555,555,555,555,555,555,555,555,555,555,59.9,69.8,75.0,62.0,63.0,75.0,60.0,61.0,65.0,60.0,56.6,54.5,68.3,70.0,50.0,85.0,C,C,C,C,C,C,C,C,C,A,D,A,D,D,E,A,A,A,A,H,C,E,A,D,31.0,A,A,D,B,B,D,C,C,H,A,4.0,6.0,5.0,3.0,6.0,5.0,5.0,5.0,6.0,6.0,3.0,1.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,5.0,1.0,6.0
87530,2016,1642,10005,10022,28,73763,1,2914802,29,2,32,F,2000,2011,2,0,0,1,1,1,0,8,0,0,0,27,0,4,0,CAEBCDAC,CAEBCDAC,DBADEBBCBEEBCEECCAAABEADCAD,DBADEBBCBEEBXXECCXAAXEADCAD,CADEADEB,11000100.0,DEABDBCAEEEBCAEBCEEDDAEACBD,101001000111991019009000101,555,555,555,555,555,555,555,555,555,555,555,44.3,42.9,37.5,51.0,56.0,40.0,60.0,46.0,30.0,50.0,44.7,43.5,51.7,60.0,75.0,20.0,D,C,D,A,A,B,E,D,E,A,D,A,A,A,B,F,B,E,C,B,A,A,A,A,29.0,A,A,B,K,B,E,E,E,E,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
